variable,activitytype,subjectid,average
tBodyAcc-std()-Y,SITTING,22,-0.928059133795645
tBodyAcc-std()-Y,SITTING,23,-0.934933559264706
tBodyAcc-std()-Y,SITTING,24,-0.956255962058824
tBodyAcc-std()-Y,SITTING,25,-0.947457617061538
tBodyAcc-std()-Y,SITTING,26,-0.94079896551282
tBodyAcc-std()-Y,SITTING,27,-0.971579125714286
tBodyAcc-std()-Y,SITTING,28,-0.939905244861111
tBodyAcc-std()-Y,SITTING,29,-0.963222497833333
tBodyAcc-std()-Y,SITTING,30,-0.937857000806452
tBodyAcc-std()-Y,STANDING,1,-0.973190056415094
tBodyAcc-std()-Y,STANDING,2,-0.957304989259259
tBodyAcc-std()-Y,STANDING,3,-0.893449307213115
tBodyAcc-std()-Y,STANDING,4,-0.86159737875
tBodyAcc-std()-Y,STANDING,5,-0.869439913392857
tBodyAcc-std()-Y,STANDING,6,-0.921493191754386
tBodyAcc-std()-Y,STANDING,7,-0.923400921886793
tBodyAcc-std()-Y,STANDING,8,-0.938479429074074
tBodyAcc-std()-Y,STANDING,9,-0.938635759333333
tBodyAcc-std()-Y,STANDING,10,-0.919561843409091
tBodyAcc-std()-Y,STANDING,11,-0.964173331702128
tBodyAcc-std()-Y,STANDING,12,-0.923140254098361
tBodyAcc-std()-Y,STANDING,13,-0.949422439473684
tBodyAcc-std()-Y,STANDING,14,-0.928525725333333
tBodyAcc-std()-Y,STANDING,15,-0.931900148301887
tBodyAcc-std()-Y,STANDING,16,-0.960298267692308
tBodyAcc-std()-Y,STANDING,17,-0.968176663717949
tBodyAcc-std()-Y,STANDING,18,-0.95422343630137
tBodyAcc-std()-Y,STANDING,19,-0.944430270684931
tBodyAcc-std()-Y,STANDING,20,-0.87541041109589
tBodyAcc-std()-Y,STANDING,21,-0.943601625393258
tBodyAcc-std()-Y,STANDING,22,-0.922693288412698
tBodyAcc-std()-Y,STANDING,23,-0.9584444925
tBodyAcc-std()-Y,STANDING,24,-0.936871974347826
tBodyAcc-std()-Y,STANDING,25,-0.954569225945946
tBodyAcc-std()-Y,STANDING,26,-0.949466155405405
tBodyAcc-std()-Y,STANDING,27,-0.955171419
tBodyAcc-std()-Y,STANDING,28,-0.875689216835443
tBodyAcc-std()-Y,STANDING,29,-0.969295721076923
tBodyAcc-std()-Y,STANDING,30,-0.891654527118644
tBodyAcc-std()-Y,WALKING,1,0.114461336747368
tBodyAcc-std()-Y,WALKING,2,-0.0780912533118644
tBodyAcc-std()-Y,WALKING,3,-0.0699140652103448
tBodyAcc-std()-Y,WALKING,4,-0.0788267367683333
tBodyAcc-std()-Y,WALKING,5,0.0767484028053572
tBodyAcc-std()-Y,WALKING,6,0.164213884996491
tBodyAcc-std()-Y,WALKING,7,-0.0772618561052632
tBodyAcc-std()-Y,WALKING,8,0.380782052708333
tBodyAcc-std()-Y,WALKING,9,-0.201696960826923
tBodyAcc-std()-Y,WALKING,10,-0.0227431651698113
tBodyAcc-std()-Y,WALKING,11,-0.0522120750440678
tBodyAcc-std()-Y,WALKING,12,-0.122783290008
tBodyAcc-std()-Y,WALKING,13,0.141866689392982
tBodyAcc-std()-Y,WALKING,14,-0.0536126686650847
tBodyAcc-std()-Y,WALKING,15,0.138912923691296
tBodyAcc-std()-Y,WALKING,16,-0.314569762352941
tBodyAcc-std()-Y,WALKING,17,-0.0175797885542623
tBodyAcc-std()-Y,WALKING,18,-0.227005874892857
tBodyAcc-std()-Y,WALKING,19,0.181801561185577
tBodyAcc-std()-Y,WALKING,20,0.489771808627451
tBodyAcc-std()-Y,WALKING,21,0.0540880509209615
tBodyAcc-std()-Y,WALKING,22,0.100384246321739
tBodyAcc-std()-Y,WALKING,23,-0.119020586510678
tBodyAcc-std()-Y,WALKING,24,-0.154127498163793
tBodyAcc-std()-Y,WALKING,25,-0.161852411581081
tBodyAcc-std()-Y,WALKING,26,-0.136351391645763
tBodyAcc-std()-Y,WALKING,27,-0.187301214964912
tBodyAcc-std()-Y,WALKING,28,-0.117886186425926
tBodyAcc-std()-Y,WALKING,29,-0.0917540612869811
tBodyAcc-std()-Y,WALKING,30,-0.173550021692308
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,1,-0.0319359434489796
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,2,0.262881788951064
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,3,-0.0331503723387755
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,4,-0.21859832499
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,5,0.0907630761042553
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,6,0.360164958768542
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,7,-0.138179072734043
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,8,0.343826273105263
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,9,-0.208310705504762
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,10,0.00407915363157895
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,11,0.0708122725543478
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,12,0.11083534373913
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,13,-0.03212524665
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,14,0.378870491755556
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,15,0.186532377428571
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,16,-0.146993837655319
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,17,-0.0607892037384783
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,18,-0.254214045818182
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,19,0.514816445641026
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,20,0.616937015333333
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,21,0.301336399711111
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,22,0.239812250944444
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,23,0.10825903416963
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,24,-0.102607326783636
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,25,-0.14054060387069
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,26,-0.011629910112
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,27,-0.0979710029522727
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,28,0.156496646504348
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,29,-0.12246346700625
tBodyAcc-std()-Y,WALKING_DOWNSTAIRS,30,-0.0272628077709677
tBodyAcc-std()-Y,WALKING_UPSTAIRS,1,-0.00232026501698113
tBodyAcc-std()-Y,WALKING_UPSTAIRS,2,0.108027279889583
tBodyAcc-std()-Y,WALKING_UPSTAIRS,3,0.0116280813372881
tBodyAcc-std()-Y,WALKING_UPSTAIRS,4,-0.0666899105180769
tBodyAcc-std()-Y,WALKING_UPSTAIRS,5,0.185022459476596
tBodyAcc-std()-Y,WALKING_UPSTAIRS,6,0.189276117327451
tBodyAcc-std()-Y,WALKING_UPSTAIRS,7,-0.32616002254902
tBodyAcc-std()-Y,WALKING_UPSTAIRS,8,0.348768733170732
tBodyAcc-std()-Y,WALKING_UPSTAIRS,9,-0.302206203816327
tBodyAcc-std()-Y,WALKING_UPSTAIRS,10,-0.00555287692765957
tBodyAcc-std()-Y,WALKING_UPSTAIRS,11,-0.103167501868519
tBodyAcc-std()-Y,WALKING_UPSTAIRS,12,-0.103818259823077
tBodyAcc-std()-Y,WALKING_UPSTAIRS,13,0.104470773801818
tBodyAcc-std()-Y,WALKING_UPSTAIRS,14,0.307195533
tBodyAcc-std()-Y,WALKING_UPSTAIRS,15,-0.00406536043541667
tBodyAcc-std()-Y,WALKING_UPSTAIRS,16,-0.163732745078431
tBodyAcc-std()-Y,WALKING_UPSTAIRS,17,-0.0131721014395833
tBodyAcc-std()-Y,WALKING_UPSTAIRS,18,-0.211155120224138
tBodyAcc-std()-Y,WALKING_UPSTAIRS,19,0.176349922525
tBodyAcc-std()-Y,WALKING_UPSTAIRS,20,0.15219632835098
tBodyAcc-std()-Y,WALKING_UPSTAIRS,21,0.109787469104255
tBodyAcc-std()-Y,WALKING_UPSTAIRS,22,0.250067523738095
tBodyAcc-std()-Y,WALKING_UPSTAIRS,23,0.0448435785868628
tBodyAcc-std()-Y,WALKING_UPSTAIRS,24,-0.116804488966102
tBodyAcc-std()-Y,WALKING_UPSTAIRS,25,-0.223086808769231
tBodyAcc-std()-Y,WALKING_UPSTAIRS,26,-0.0491726302763636
tBodyAcc-std()-Y,WALKING_UPSTAIRS,27,-0.0950104077
tBodyAcc-std()-Y,WALKING_UPSTAIRS,28,-0.146753877035294
tBodyAcc-std()-Y,WALKING_UPSTAIRS,29,-0.122128287642857
tBodyAcc-std()-Y,WALKING_UPSTAIRS,30,-0.127311157607692
tBodyAcc-std()-Z,LAYING,1,-0.826061401628
tBodyAcc-std()-Z,LAYING,2,-0.984233296875
tBodyAcc-std()-Z,LAYING,3,-0.96369103483871
tBodyAcc-std()-Z,LAYING,4,-0.962667314814815
tBodyAcc-std()-Z,LAYING,5,-0.968562516346154
tBodyAcc-std()-Z,LAYING,6,-0.925216100350877
tBodyAcc-std()-Z,LAYING,7,-0.952978365961538
tBodyAcc-std()-Z,LAYING,8,-0.932491454407407
tBodyAcc-std()-Z,LAYING,9,-0.9407072854
tBodyAcc-std()-Z,LAYING,10,-0.95947148637931
tBodyAcc-std()-Z,LAYING,11,-0.971311176842105
tBodyAcc-std()-Z,LAYING,12,-0.9483338435
tBodyAcc-std()-Z,LAYING,13,-0.950392995483871
tBodyAcc-std()-Z,LAYING,14,-0.900331921686275
tBodyAcc-std()-Z,LAYING,15,-0.929586835277778
tBodyAcc-std()-Z,LAYING,16,-0.965490276285714
tBodyAcc-std()-Z,LAYING,17,-0.953476700140845
tBodyAcc-std()-Z,LAYING,18,-0.987658662307692
tBodyAcc-std()-Z,LAYING,19,-0.984672837228916
tBodyAcc-std()-Z,LAYING,20,-0.972571998382353
tBodyAcc-std()-Z,LAYING,21,-0.945653787777778
tBodyAcc-std()-Z,LAYING,22,-0.942945807916667
tBodyAcc-std()-Z,LAYING,23,-0.973223495416667
tBodyAcc-std()-Z,LAYING,24,-0.973566958888889
tBodyAcc-std()-Z,LAYING,25,-0.717262004013699
tBodyAcc-std()-Z,LAYING,26,-0.984500013157895
tBodyAcc-std()-Z,LAYING,27,-0.986636996081081
tBodyAcc-std()-Z,LAYING,28,-0.956450342875
tBodyAcc-std()-Z,LAYING,29,-0.987255149855072
tBodyAcc-std()-Z,LAYING,30,-0.967044236428571
tBodyAcc-std()-Z,SITTING,1,-0.93958629106383
tBodyAcc-std()-Z,SITTING,2,-0.95982817173913
tBodyAcc-std()-Z,SITTING,3,-0.875110175384615
tBodyAcc-std()-Z,SITTING,4,-0.9322030066
tBodyAcc-std()-Z,SITTING,5,-0.926094740227273
tBodyAcc-std()-Z,SITTING,6,-0.925797097090909
tBodyAcc-std()-Z,SITTING,7,-0.8565329414375
tBodyAcc-std()-Z,SITTING,8,-0.939553030217391
tBodyAcc-std()-Z,SITTING,9,-0.83200187268
tBodyAcc-std()-Z,SITTING,10,-0.967826981666667
tBodyAcc-std()-Z,SITTING,11,-0.968370181886792
tBodyAcc-std()-Z,SITTING,12,-0.939661889019608
tBodyAcc-std()-Z,SITTING,13,-0.938641215510204
tBodyAcc-std()-Z,SITTING,14,-0.922774835740741
tBodyAcc-std()-Z,SITTING,15,-0.949338025084746
tBodyAcc-std()-Z,SITTING,16,-0.939672247101449
tBodyAcc-std()-Z,SITTING,17,-0.96572919578125
tBodyAcc-std()-Z,SITTING,18,-0.977572717017544
tBodyAcc-std()-Z,SITTING,19,-0.951929615068493
tBodyAcc-std()-Z,SITTING,20,-0.929106396818182
tBodyAcc-std()-Z,SITTING,21,-0.959567861764706
tBodyAcc-std()-Z,SITTING,22,-0.917564853870968
tBodyAcc-std()-Z,SITTING,23,-0.905584390323529
tBodyAcc-std()-Z,SITTING,24,-0.957056111470588
tBodyAcc-std()-Z,SITTING,25,-0.965139552153846
tBodyAcc-std()-Z,SITTING,26,-0.950004414102564
tBodyAcc-std()-Z,SITTING,27,-0.965858735142857
tBodyAcc-std()-Z,SITTING,28,-0.936667245694444
tBodyAcc-std()-Z,SITTING,29,-0.968063878166667
tBodyAcc-std()-Z,SITTING,30,-0.950654041290323
tBodyAcc-std()-Z,STANDING,1,-0.979775876981132
tBodyAcc-std()-Z,STANDING,2,-0.949741851296296
tBodyAcc-std()-Z,STANDING,3,-0.911419015081967
tBodyAcc-std()-Z,STANDING,4,-0.896880538392857
tBodyAcc-std()-Z,STANDING,5,-0.869327321785714
tBodyAcc-std()-Z,STANDING,6,-0.925692371929825
tBodyAcc-std()-Z,STANDING,7,-0.917064168490566
tBodyAcc-std()-Z,STANDING,8,-0.926065255185185
tBodyAcc-std()-Z,STANDING,9,-0.919295805777778
tBodyAcc-std()-Z,STANDING,10,-0.941271440454545
tBodyAcc-std()-Z,STANDING,11,-0.986382712765957
tBodyAcc-std()-Z,STANDING,12,-0.920684800114754
tBodyAcc-std()-Z,STANDING,13,-0.967538031754386
tBodyAcc-std()-Z,STANDING,14,-0.9222763115
tBodyAcc-std()-Z,STANDING,15,-0.951670257924528
tBodyAcc-std()-Z,STANDING,16,-0.953468961666667
tBodyAcc-std()-Z,STANDING,17,-0.970462679230769
tBodyAcc-std()-Z,STANDING,18,-0.961873909178082
tBodyAcc-std()-Z,STANDING,19,-0.952599653972603
tBodyAcc-std()-Z,STANDING,20,-0.913142481643836
tBodyAcc-std()-Z,STANDING,21,-0.946123407078652
tBodyAcc-std()-Z,STANDING,22,-0.942201655238095
tBodyAcc-std()-Z,STANDING,23,-0.929409745147059
tBodyAcc-std()-Z,STANDING,24,-0.930283530144928
tBodyAcc-std()-Z,STANDING,25,-0.964642688108108
tBodyAcc-std()-Z,STANDING,26,-0.962988401351351
tBodyAcc-std()-Z,STANDING,27,-0.962408444875
tBodyAcc-std()-Z,STANDING,28,-0.905123824177215
tBodyAcc-std()-Z,STANDING,29,-0.980207488923077
tBodyAcc-std()-Z,STANDING,30,-0.912850596949152
tBodyAcc-std()-Z,WALKING,1,-0.260027902210526
tBodyAcc-std()-Z,WALKING,2,-0.425257524915254
tBodyAcc-std()-Z,WALKING,3,-0.387411994310345
tBodyAcc-std()-Z,WALKING,4,-0.586252806833333
tBodyAcc-std()-Z,WALKING,5,-0.45702143625
tBodyAcc-std()-Z,WALKING,6,-0.504324207192982
tBodyAcc-std()-Z,WALKING,7,0.159631283261404
tBodyAcc-std()-Z,WALKING,8,-0.1420885318125
tBodyAcc-std()-Z,WALKING,9,-0.0579636469030769
tBodyAcc-std()-Z,WALKING,10,-0.395645072075472
tBodyAcc-std()-Z,WALKING,11,-0.530626311355932
tBodyAcc-std()-Z,WALKING,12,-0.4106060626
tBodyAcc-std()-Z,WALKING,13,-0.220503537026316
tBodyAcc-std()-Z,WALKING,14,0.0518841040022034
tBodyAcc-std()-Z,WALKING,15,-0.518932634814815
tBodyAcc-std()-Z,WALKING,16,-0.159799790235294
tBodyAcc-std()-Z,WALKING,17,-0.265824489180328
tBodyAcc-std()-Z,WALKING,18,-0.428348061071429
tBodyAcc-std()-Z,WALKING,19,-0.13947794235
tBodyAcc-std()-Z,WALKING,20,-0.228734217372549
tBodyAcc-std()-Z,WALKING,21,-0.16868872575
tBodyAcc-std()-Z,WALKING,22,-0.213351968804348
tBodyAcc-std()-Z,WALKING,23,0.164220685383051
tBodyAcc-std()-Z,WALKING,24,-0.288840016206897
tBodyAcc-std()-Z,WALKING,25,-0.437133403243243
tBodyAcc-std()-Z,WALKING,26,-0.333486502542373
tBodyAcc-std()-Z,WALKING,27,-0.297318273508772
tBodyAcc-std()-Z,WALKING,28,-0.300928395925926
tBodyAcc-std()-Z,WALKING,29,-0.242828038264151
tBodyAcc-std()-Z,WALKING,30,-0.120476783907692
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,1,-0.230434213204082
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,2,-0.10283790806383
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,3,-0.362240245489796
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,4,-0.479185977111111
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,5,-0.325891435319149
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,6,-0.320204232520417
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,7,-0.0636402447755319
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,8,0.1337170395
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,9,-0.00771530035714286
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,10,-0.183557562032895
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,11,-0.324026938043478
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,12,-0.425017413478261
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,13,-0.158333146191489
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,14,0.451576075111111
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,15,-0.281982181666667
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,16,0.0114353944787234
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,17,-0.231064156615217
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,18,-0.418610127454545
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,19,0.049322451025641
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,20,-0.160938536488889
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,21,-0.0717893558666667
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,22,-0.325722718055556
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,23,0.229898742944445
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,24,-0.205566380745455
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,25,-0.457972381896552
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,26,-0.284807676
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,27,-0.240040783340909
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,28,-0.341031811521739
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,29,-0.223177999879167
tBodyAcc-std()-Z,WALKING_DOWNSTAIRS,30,-0.217275690290323
tBodyAcc-std()-Z,WALKING_UPSTAIRS,1,-0.0194792388471698
tBodyAcc-std()-Z,WALKING_UPSTAIRS,2,-0.112121021220833
tBodyAcc-std()-Z,WALKING_UPSTAIRS,3,-0.369754604067797
tBodyAcc-std()-Z,WALKING_UPSTAIRS,4,-0.372137777692308
tBodyAcc-std()-Z,WALKING_UPSTAIRS,5,-0.308938978787234
tBodyAcc-std()-Z,WALKING_UPSTAIRS,6,-0.353519514896078
tBodyAcc-std()-Z,WALKING_UPSTAIRS,7,-0.145665025639216
tBodyAcc-std()-Z,WALKING_UPSTAIRS,8,0.121187278790244
tBodyAcc-std()-Z,WALKING_UPSTAIRS,9,-0.253434083542857
tBodyAcc-std()-Z,WALKING_UPSTAIRS,10,-0.0738744931340426
tBodyAcc-std()-Z,WALKING_UPSTAIRS,11,-0.203369399185185
tBodyAcc-std()-Z,WALKING_UPSTAIRS,12,-0.436697425576923
tBodyAcc-std()-Z,WALKING_UPSTAIRS,13,-0.217210568085455
tBodyAcc-std()-Z,WALKING_UPSTAIRS,14,0.609017879074074
tBodyAcc-std()-Z,WALKING_UPSTAIRS,15,-0.379717488104167
tBodyAcc-std()-Z,WALKING_UPSTAIRS,16,-0.129283825721569
tBodyAcc-std()-Z,WALKING_UPSTAIRS,17,-0.230220954239583
tBodyAcc-std()-Z,WALKING_UPSTAIRS,18,-0.31437339137931
tBodyAcc-std()-Z,WALKING_UPSTAIRS,19,-0.1904685504575
tBodyAcc-std()-Z,WALKING_UPSTAIRS,20,-0.229249455098039
tBodyAcc-std()-Z,WALKING_UPSTAIRS,21,-0.219707928574468
tBodyAcc-std()-Z,WALKING_UPSTAIRS,22,-0.109613216345238
tBodyAcc-std()-Z,WALKING_UPSTAIRS,23,0.10080118935098
tBodyAcc-std()-Z,WALKING_UPSTAIRS,24,-0.255601012881356
tBodyAcc-std()-Z,WALKING_UPSTAIRS,25,-0.296523975076923
tBodyAcc-std()-Z,WALKING_UPSTAIRS,26,-0.404596936545455
tBodyAcc-std()-Z,WALKING_UPSTAIRS,27,-0.23070787672549
tBodyAcc-std()-Z,WALKING_UPSTAIRS,28,-0.28598691372549
tBodyAcc-std()-Z,WALKING_UPSTAIRS,29,0.0995443502346939
tBodyAcc-std()-Z,WALKING_UPSTAIRS,30,0.0249468034966154
tBodyAccJerk-mean()-X,LAYING,1,0.0810865342
tBodyAccJerk-mean()-X,LAYING,2,0.0825972511666667
tBodyAccJerk-mean()-X,LAYING,3,0.0769811125806452
tBodyAccJerk-mean()-X,LAYING,4,0.0934494217777778
tBodyAccJerk-mean()-X,LAYING,5,0.0848164824230769
tBodyAccJerk-mean()-X,LAYING,6,0.0963481955263158
tBodyAccJerk-mean()-X,LAYING,7,0.0968904018076923
tBodyAccJerk-mean()-X,LAYING,8,0.0878326902592593
tBodyAccJerk-mean()-X,LAYING,9,0.08807344764
tBodyAccJerk-mean()-X,LAYING,10,0.073815064487931
tBodyAccJerk-mean()-X,LAYING,11,0.0766645337017544
tBodyAccJerk-mean()-X,LAYING,12,0.0854295393833333
tBodyAccJerk-mean()-X,LAYING,13,0.0767774832096774
tBodyAccJerk-mean()-X,LAYING,14,0.098140384845098
tBodyAccJerk-mean()-X,LAYING,15,0.0767515438611111
tBodyAccJerk-mean()-X,LAYING,16,0.0783960268571429
tBodyAccJerk-mean()-X,LAYING,17,0.077908974656338
tBodyAccJerk-mean()-X,LAYING,18,0.0749985010769231
tBodyAccJerk-mean()-X,LAYING,19,0.0772317998650602
tBodyAccJerk-mean()-X,LAYING,20,0.0892716006470588
tBodyAccJerk-mean()-X,LAYING,21,0.0820150201077778
tBodyAccJerk-mean()-X,LAYING,22,0.0752202242222222
tBodyAccJerk-mean()-X,LAYING,23,0.0831787608333333
tBodyAccJerk-mean()-X,LAYING,24,0.08072123275
tBodyAccJerk-mean()-X,LAYING,25,0.0879071687671233
tBodyAccJerk-mean()-X,LAYING,26,0.0866502529210526
tBodyAccJerk-mean()-X,LAYING,27,0.0766268551324324
tBodyAccJerk-mean()-X,LAYING,28,0.0780770644
tBodyAccJerk-mean()-X,LAYING,29,0.0718861195971015
tBodyAccJerk-mean()-X,LAYING,30,0.0752196666428571
tBodyAccJerk-mean()-X,SITTING,1,0.0774825199574468
tBodyAccJerk-mean()-X,SITTING,2,0.0722564387173913
tBodyAccJerk-mean()-X,SITTING,3,0.0726098418653846
tBodyAccJerk-mean()-X,SITTING,4,0.0784500239
tBodyAccJerk-mean()-X,SITTING,5,0.0749577410909091
tBodyAccJerk-mean()-X,SITTING,6,0.0754721635223636
tBodyAccJerk-mean()-X,SITTING,7,0.0668519793125
tBodyAccJerk-mean()-X,SITTING,8,0.0786713761086957
tBodyAccJerk-mean()-X,SITTING,9,0.077005006374
tBodyAccJerk-mean()-X,SITTING,10,0.0775372505185185
tBodyAccJerk-mean()-X,SITTING,11,0.0761777324716981
tBodyAccJerk-mean()-X,SITTING,12,0.0771277656078431
tBodyAccJerk-mean()-X,SITTING,13,0.0752865881142857
tBodyAccJerk-mean()-X,SITTING,14,0.0741878844074074
tBodyAccJerk-mean()-X,SITTING,15,0.0784792788644068
tBodyAccJerk-mean()-X,SITTING,16,0.0734346720289855
tBodyAccJerk-mean()-X,SITTING,17,0.075070986171875
tBodyAccJerk-mean()-X,SITTING,18,0.076622889
tBodyAccJerk-mean()-X,SITTING,19,0.0753747129191781
tBodyAccJerk-mean()-X,SITTING,20,0.0746568393030303
tBodyAccJerk-mean()-X,SITTING,21,0.0757109789882353
tBodyAccJerk-mean()-X,SITTING,22,0.0807687311935484
tBodyAccJerk-mean()-X,SITTING,23,0.0770022352205882
tBodyAccJerk-mean()-X,SITTING,24,0.0763318528529412
tBodyAccJerk-mean()-X,SITTING,25,0.0752087009912308
tBodyAccJerk-mean()-X,SITTING,26,0.0764443226333333
tBodyAccJerk-mean()-X,SITTING,27,0.0779038963571429
tBodyAccJerk-mean()-X,SITTING,28,0.0768671621527778
tBodyAccJerk-mean()-X,SITTING,29,0.0745438102516667
tBodyAccJerk-mean()-X,SITTING,30,0.0760057731790323
tBodyAccJerk-mean()-X,STANDING,1,0.0753766542264151
tBodyAccJerk-mean()-X,STANDING,2,0.0747588597592593
tBodyAccJerk-mean()-X,STANDING,3,0.0750900622277049
tBodyAccJerk-mean()-X,STANDING,4,0.0721328379857143
tBodyAccJerk-mean()-X,STANDING,5,0.0725189859107143
tBodyAccJerk-mean()-X,STANDING,6,0.0730699604561404
tBodyAccJerk-mean()-X,STANDING,7,0.0751915112830189
tBodyAccJerk-mean()-X,STANDING,8,0.0753739045185185
tBodyAccJerk-mean()-X,STANDING,9,0.0760032053555556
tBodyAccJerk-mean()-X,STANDING,10,0.0809784390227273
tBodyAccJerk-mean()-X,STANDING,11,0.0760097721914894
tBodyAccJerk-mean()-X,STANDING,12,0.0744631761967213
tBodyAccJerk-mean()-X,STANDING,13,0.0758630962280702
tBodyAccJerk-mean()-X,STANDING,14,0.0737933748485
tBodyAccJerk-mean()-X,STANDING,15,0.0752280703207547
tBodyAccJerk-mean()-X,STANDING,16,0.0736438905641026
tBodyAccJerk-mean()-X,STANDING,17,0.0740864955641026
tBodyAccJerk-mean()-X,STANDING,18,0.0753539482328767
tBodyAccJerk-mean()-X,STANDING,19,0.0754120366712329
tBodyAccJerk-mean()-X,STANDING,20,0.0763556159315068
tBodyAccJerk-mean()-X,STANDING,21,0.0754543858764045
tBodyAccJerk-mean()-X,STANDING,22,0.0752322891746032
tBodyAccJerk-mean()-X,STANDING,23,0.0750206478676471
tBodyAccJerk-mean()-X,STANDING,24,0.0746177416521739
tBodyAccJerk-mean()-X,STANDING,25,0.0752337295675676
tBodyAccJerk-mean()-X,STANDING,26,0.0753578207972973
tBodyAccJerk-mean()-X,STANDING,27,0.074969980825
tBodyAccJerk-mean()-X,STANDING,28,0.0753131601898734
tBodyAccJerk-mean()-X,STANDING,29,0.0753052530307692
tBodyAccJerk-mean()-X,STANDING,30,0.0752414472033898
tBodyAccJerk-mean()-X,WALKING,1,0.0740416333157895
tBodyAccJerk-mean()-X,WALKING,2,0.0618080696279661
tBodyAccJerk-mean()-X,WALKING,3,0.0814745882660345
tBodyAccJerk-mean()-X,WALKING,4,0.0783529082183333
tBodyAccJerk-mean()-X,WALKING,5,0.0845888833571429
tBodyAccJerk-mean()-X,WALKING,6,0.0699585876912281
tBodyAccJerk-mean()-X,WALKING,7,0.0901462649192982
tBodyAccJerk-mean()-X,WALKING,8,0.0703393490833333
tBodyAccJerk-mean()-X,WALKING,9,0.0704357270480769
tBodyAccJerk-mean()-X,WALKING,10,0.0857943809283019
tBodyAccJerk-mean()-X,WALKING,11,0.0829709328491525
tBodyAccJerk-mean()-X,WALKING,12,0.045764401482
tBodyAccJerk-mean()-X,WALKING,13,0.0809590227198246
tBodyAccJerk-mean()-X,WALKING,14,0.0720877913452542
tBodyAccJerk-mean()-X,WALKING,15,0.0897770721666667
tBodyAccJerk-mean()-X,WALKING,16,0.0770223771764706
tBodyAccJerk-mean()-X,WALKING,17,0.0773188580032787
tBodyAccJerk-mean()-X,WALKING,18,0.0767524278392857
tBodyAccJerk-mean()-X,WALKING,19,0.0822246284461538
tBodyAccJerk-mean()-X,WALKING,20,0.0841234323137255
tBodyAccJerk-mean()-X,WALKING,21,0.0782251820211539
